年,都道府県市区町村,自民得票計,井上得票,投票者数,UC有無,HS有無,HC有無,A2101_住民基本台帳人口（日本人）,A210101_住民基本台帳人口（日本人）（男）,A210102_住民基本台帳人口（日本人）（女）,A2201_住民基本台帳人口（外国人）,A2301_住民基本台帳人口（総数）,A4101_出生数,A4200_死亡数,A5101_転入者数（日本人移動者）,A5102_転出者数（日本人移動者）,A5103_転入者数,A5104_転出者数,A7103_住民基本台帳世帯数（日本人）,A9101_婚姻件数,A9201_離婚件数,B1101_総面積（北方地域及び竹島を除く）,B1102_総面積（北方地域及び竹島を含む）,B1103_可住地面積,B1104_主要湖沼面積,C120110_課税対象所得,C120120_納税義務者数（所得割）,C120130_納税義務者数（均等割）,C3107_耕地面積,C3403_製造業事業所数,C3404_製造業従業者数,D1202_一般行政部門職員数（市区町村）,E1101_幼稚園数,E1501_幼稚園在園者数,E2101_小学校数,E2401_小学校教員数,E2501_小学校児童数,E3101_中学校数,E3401_中学校教員数,E3501_中学校生徒数,E3901_義務教育学校数,E3902_義務教育学校前期課程学級数,E3903_義務教育学校後期課程学級数,E3904_義務教育学校教員数,E3905_義務教育学校前期課程児童数,E3906_義務教育学校後期課程生徒数,E4101_高等学校数,E4501_高等学校生徒数,F1101_労働力人口,F110101_労働力人口（男）,F110102_労働力人口（女）,F1102_就業者数,F110201_就業者数（男）,F110202_就業者数（女）,F1103_就業者数・主に仕事,F1104_就業者数・家事のほか仕事,F1105_就業者数・通学のかたわら仕事,F1106_就業者数・休業者,F1107_完全失業者数,F110701_完全失業者数（男）,F110702_完全失業者数（女）,F1108_非労働力人口,F110801_非労働力人口（男）,F110802_非労働力人口（女）,F1109_非労働力人口・家事,F1110_非労働力人口・通学,F1111_非労働力人口・その他,F1301_農林漁業者,F1302_農林漁業雇用者,F1303_会社団体役員,F1304_商店主,F1305_工場主,F1306_サービス・その他の事業主,F1307_専門職業者,F1308_技術者,F1309_教員・宗教家,F1310_文筆家・芸術家・芸能家,F1311_管理職,F1312_事務職,F1313_販売人,F1314_技能者,F1315_労務作業者,F1316_個人サービス人,F1317_保安職,F1318_内職者,F2116_就業者数（65歳以上）,F2201_第1次産業就業者数,F2211_第2次産業就業者数,F2221_第3次産業就業者数,F2401_雇用者数（国勢調査結果）,F2402_役員数,F2403_雇人のある業主数,F2404_雇人のない業主数,F2405_家族従業者数（国勢調査結果）,F2406_自営業主及び家族従業者数,F2409_雇用者数（正規の職員・従業員）,F2410_雇用者数（労働者派遣事業所の派遣社員）,F2411_雇用者数（パート・アルバイト・その他）,F2701_自市区町村で従業している就業者数,F270101_自市区町村で従業している就業者数（男）,F270102_自市区町村で従業している就業者数（女）,F2702_県内他市区町村で従業している就業者数,F270201_県内他市区町村で従業している就業者数（男）,F270202_県内他市区町村で従業している就業者数（女）,F2703_他県で従業している就業者数,F270301_他県で従業している就業者数（男）,F270302_他県で従業している就業者数（女）,F2705_他市区町村への通勤者数,F270501_他市区町村への通勤者数（男）,F270502_他市区町村への通勤者数（女）,F2801_従業地による就業者数,F2802_他県に常住している就業者数,F2803_他市区町村からの通勤者数,G1201_公民館数,G1401_図書館数,H1800_着工新設住宅戸数,H1801_着工新設持家数,H1802_着工新設貸家数,H1803_着工新設分譲住宅数,H1804_着工新設給与住宅数,H1810_着工新設持家・分譲住宅数,H2600_着工新設住宅床面積,H2601_着工新設持家床面積,H2602_着工新設分譲住宅床面積,H2603_着工新設貸家床面積,H2604_着工新設給与住宅床面積,H7207_軽自動車等台数,H7208_二輪の小型自動車台数,H7209_原動機付自転車台数,H720901_原動機付自転車台数（50ｃｃ以下）,H720902_原動機付自転車台数（50ｃｃ超90ｃｃ以下）,H720903_原動機付自転車台数（90ｃｃ超）,H720904_原動機付自転車台数（ミニカー）,H7210_軽自動車及び小型特殊自動車台数,H721001_二輪車台数（側車付のものを含む）,H721002_三輪車台数,H7701_テレビ放送受信契約数,H770101_衛星放送受信契約数,I5101_病院数,I510110_精神科病院数,I510120_一般病院数,I510150_療養病床を有する病院数,I5102_一般診療所数,I510201_有床一般診療所数,I5103_歯科診療所数,I5211_病院病床数,I5212_一般診療所病床数,I5511_介護老人保健施設数（基本票）,I5512_介護老人保健施設定員数（基本票）,J2221_保護施設数（基本票）（医療保護施設を除く）,J230127_介護老人福祉施設数（基本票）,J230128_介護老人福祉施設定員数（基本票）,J2304_老人福祉施設数（基本票）,J230411_養護老人ホーム数（基本票）,J230412_養護老人ホーム定員数（基本票）,J230421_有料老人ホーム数（基本票）,J230422_有料老人ホーム定員数（基本票）,J230431_軽費老人ホーム数（基本票）,J230432_軽費老人ホーム定員数（基本票）,J250204_児童福祉施設等数（基本票）,J250302_保育所等数（基本票）,J250303_公営保育所等数（基本票）,J2804_母子・父子福祉施設数（基本票）,J2905_障害者支援施設等数（基本票）,J2906_婦人保護施設数（基本票）,J4101_国民健康保険被保険者数
2019,東京都利島村,129,0,211,0,0,0,305,176,129,5,310,0,5,42,48,43,48,174,2,0,412,412,140,0,558742,167,191,157,2,11,21,0,0,1,10,21,1,12,11,0,0,0,0,0,0,0,0,239,147,92,239,147,92,191,38,0,10,0,0,0,44,15,29,14,0,30,40,0,10,0,0,0,0,10,30,0,0,40,0,20,30,30,0,0,50,42,43,154,160,11,3,47,18,68,128,1,31,239,147,92,0,0,0,0,0,0,0,0,0,308,46,69,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,3,36,27,2,3,4,247,1,0,115,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,88
2019,東京都新島村,682,0,1358,0,0,0,2619,1272,1347,14,2633,16,44,85,119,88,120,1357,6,3,2754,2754,896,0,3439659,1148,1293,38,9,64,81,0,0,2,27,115,2,31,59,0,0,0,0,0,0,1,53,1521,899,622,1495,882,613,1273,192,3,27,26,17,9,911,296,615,276,65,570,60,20,20,30,10,30,10,50,110,10,20,250,80,250,260,260,30,0,365,70,314,1100,961,59,67,276,116,459,636,12,313,1464,864,600,10,5,5,0,0,0,10,5,5,1546,36,61,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408,21,355,275,19,43,18,2032,40,0,1366,422,0,0,0,0,4,2,0,0,10,0,0,0,2,60,1,0,0,0,0,0,0,2,2,2,0,0,0,876
2019,東京都神津島村,404,1,914,0,0,0,1879,957,922,8,1887,14,25,91,111,94,112,914,7,5,1858,1858,433,0,2580437,838,972,35,1,5,52,0,0,1,15,119,1,16,48,0,0,0,0,0,0,1,53,1110,654,456,1097,648,449,902,168,3,24,13,6,7,484,159,325,190,56,238,130,40,30,20,10,20,10,50,70,0,10,170,70,120,150,140,20,0,229,162,171,734,651,44,56,222,104,382,417,8,226,1074,633,441,1,1,0,3,3,0,4,4,0,1142,32,49,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908,18,718,614,10,92,2,1172,29,0,810,419,0,0,0,0,2,1,0,0,6,0,0,0,1,34,0,0,0,0,0,0,0,1,1,1,0,1,0,803
2019,東京都三宅村,556,2,1273,0,0,0,2351,1312,1039,32,2383,18,48,169,174,172,178,1520,9,3,5526,5526,1409,0,3838787,1140,1247,95,2,19,66,0,0,1,18,79,1,17,31,0,0,0,0,0,0,1,21,1447,935,512,1413,911,502,1226,158,1,28,34,24,10,815,285,530,255,38,522,90,10,40,20,30,40,10,80,80,10,20,290,70,180,200,190,60,0,319,100,282,1014,1018,96,47,181,62,290,712,14,292,1399,901,498,3,2,1,1,0,1,4,2,2,1505,44,96,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,14,195,147,6,37,5,1744,45,0,1047,427,0,0,0,0,2,1,1,0,12,0,0,0,1,50,0,0,0,0,0,0,0,2,1,1,0,1,0,709
2019,東京都御蔵島村,77,0,196,0,0,0,306,168,138,1,307,2,5,26,31,26,31,170,3,0,2054,2054,227,0,528940,170,192,16,0,0,16,0,0,1,11,23,1,14,7,0,0,0,0,0,0,0,0,217,135,82,217,135,82,193,20,0,4,0,0,0,61,17,44,33,3,25,0,0,0,0,0,10,0,10,20,0,0,40,10,10,50,50,0,0,26,4,51,162,167,5,14,16,14,44,113,1,53,215,134,81,1,0,1,0,0,0,1,0,1,309,60,93,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,0,63,51,4,6,2,175,3,0,117,29,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2019,東京都八丈町,1216.999,2,3588,0,0,0,7125,3611,3514,99,7224,41,132,372,385,375,388,4161,25,21,7223,7223,3259,0,9135278,3125,3536,417,9,79,136,0,0,3,44,303,3,47,176,0,0,0,0,0,0,1,167,4178,2434,1744,4064,2350,1714,3310,640,9,105,114,84,30,2465,835,1630,888,194,1383,540,80,90,60,50,100,30,170,250,60,20,710,200,520,450,650,120,0,1041,639,629,2771,2575,213,197,769,281,1247,1542,20,1013,4011,2318,1693,17,9,8,3,3,0,20,12,8,4175,76,131,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5407,37,576,460,20,76,20,4794,101,0,3092,854,1,0,1,0,2,0,7,54,0,0,0,0,1,100,0,0,0,0,0,0,0,3,3,3,0,1,0,2591
2019,東京都青ヶ島村,51,0,109,0,0,0,165,95,70,0,165,1,2,27,29,27,29,110,1,0,596,596,235,0,405134,105,112,18,1,9,22,0,0,1,7,7,1,12,4,0,0,0,0,0,0,0,0,140,91,49,139,91,48,117,18,0,4,1,0,1,14,5,9,8,0,6,10,0,0,0,0,10,0,10,20,0,0,30,0,20,20,10,0,0,16,8,45,85,111,5,5,13,4,22,89,2,20,136,90,46,0,0,0,0,0,0,0,0,0,181,22,42,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,4,13,11,1,1,0,187,3,0,94,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
2019,東京都小笠原村,594,7,1511,0,0,0,2576,1435,1141,30,2606,31,16,277,330,279,331,1471,18,5,10688,10688,5542,0,6961308,1725,1837,31,1,5,113,0,0,2,26,181,2,28,77,0,0,0,0,0,0,1,47,2146,1523,623,2128,1510,618,1872,198,9,49,18,13,5,427,125,302,231,54,142,100,70,30,10,10,50,20,100,90,20,10,360,70,220,230,310,410,0,196,170,328,1622,1693,87,65,201,81,347,1252,16,425,2119,1505,614,6,2,4,0,0,0,6,2,4,2248,95,126,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2109,21,859,703,21,125,10,1229,62,0,1372,1204,0,0,0,0,3,2,1,0,13,0,0,0,0,0,0,0,0,1,14,0,0,1,1,1,0,0,0,982
2019,神奈川県横浜市鶴見区,36972.858,207.772,110890,0,0,0,281760,145652,136108,13843,295603,2070,2392,13876,13642,15841,15527,140117,1456,478,3323,3323,3277,0,NA,NA,NA,NA,323,15200,NA,16,2636,24,838,15001,13,434,6702,0,0,0,0,0,0,9,6771,140346,83251,57095,135448,80071,55377,111369,18121,2719,3239,4898,3180,1718,70810,23435,47375,30693,11366,28751,20,20,3550,500,1190,1400,2690,16260,4220,2260,250,31150,17550,20840,8350,13730,1540,80,14394,198,31460,93026,111803,7020,1793,5694,1744,9231,74827,5044,31932,43716,21338,22378,40840,24940,15900,42417,28182,14235,83257,53122,30135,108258,10627,56067,0,1,2256,235,968,1053,0,1288,129960,26133,73266,30561,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98569,50115,14,1,13,5,170,4,134,1984,53,1,50,0,7,748,1,0,0,21,835,0,0,101,78,4,0,11,0,NA
2019,神奈川県横浜市神奈川区,32438.349,179.86,95012,1,0,0,233669,118011,115658,7470,241139,1798,1952,15385,14564,16821,15646,122419,1388,351,2372,2372,2276,0,NA,NA,NA,NA,76,4880,NA,13,1952,21,608,10736,11,355,6023,0,0,0,0,0,0,8,7301,116178,67529,48649,111961,64813,47148,91819,14177,3495,2470,4217,2716,1501,62805,21428,41377,26639,10886,25280,600,60,2480,560,630,950,3040,13430,3720,2530,350,28040,15320,13250,5540,10840,1110,50,11490,521,20908,81687,92189,5686,1477,5267,1467,8211,61830,4007,26352,30740,14915,15825,42935,24617,18318,31490,20962,10528,74425,45579,28846,104544,11551,67008,0,1,3192,301,1131,1738,22,2039,193983,34165,119315,39888,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88642,49154,7,1,6,2,193,6,147,1013,48,5,543,0,9,972,1,0,0,13,703,0,0,81,61,3,0,18,0,NA
2019,神奈川県横浜市西区,15386.999,86,41188,0,1,0,98707,49501,49206,4823,103530,754,852,7912,7337,8847,8435,54684,668,176,703,703,698,0,NA,NA,NA,NA,32,952,NA,7,1036,9,261,3999,4,98,1224,0,0,0,0,0,0,1,951,48133,27641,20492,46397,26571,19826,39227,5399,755,1016,1736,1070,666,23782,7581,16201,10392,3497,9893,0,10,1430,300,280,380,1560,6270,1810,1110,110,12330,6470,4120,2180,3830,710,40,4514,40,7637,34795,37330,2932,711,2082,582,3375,26587,1686,9057,13152,6283,6869,16404,9258,7146,13757,9082,4675,30161,18340,11821,128833,18607,112597,0,2,1479,78,743,657,1,735,71897,8946,37315,25554,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42156,25392,4,0,4,0,180,5,90,639,31,1,150,1,3,246,2,1,88,2,182,0,0,36,28,1,0,11,0,NA
2019,神奈川県横浜市中区,19162.556,94,54092,0,1,1,136718,71378,65340,16591,153309,693,1556,11193,8781,13074,10769,77194,748,289,2144,2144,2092,0,NA,NA,NA,NA,37,1004,NA,12,1380,11,334,5834,10,268,4823,0,0,0,0,0,0,8,4967,64441,37401,27040,61527,35529,25998,50910,8051,1018,1548,2914,1872,1042,37623,13740,23883,15363,5317,16943,30,30,2770,680,260,710,1990,6040,1740,1710,160,14540,8160,5220,3690,6980,1050,30,7566,95,8452,47225,46467,5118,1288,3444,997,5729,31329,1998,13140,25286,12305,12981,16795,10113,6682,14774,10102,4672,31569,20215,11354,147607,13829,117649,0,1,1785,108,405,1270,2,1378,95391,13169,70072,12011,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61736,39066,6,1,5,1,227,5,176,1370,31,1,88,0,2,142,1,0,0,12,932,0,0,48,29,3,0,19,1,NA
2019,神奈川県横浜市南区,27095.992,154.602,78977,0,0,0,188718,94825,93893,10666,199384,1049,2172,10951,10045,12432,11463,102095,873,361,1265,1265,1200,0,NA,NA,NA,NA,68,1144,NA,14,1666,19,528,8836,11,352,5475,0,0,0,0,0,0,6,4634,90067,51680,38387,85944,49014,36930,69902,12324,1724,1994,4123,2666,1457,57063,19766,37297,23328,7837,25898,10,30,1980,520,770,750,1520,9420,3420,1700,270,19770,12020,11710,5670,10830,1660,30,11244,135,14732,64461,70063,4537,1206,4481,1210,6897,44484,3043,22536,23136,10468,12668,40893,23295,17598,16734,11984,4750,57627,35279,22348,48622,1160,20305,0,1,2459,190,784,1470,15,1660,111023,20631,66423,22760,1209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70489,38942,5,0,5,2,129,1,102,1392,19,1,130,4,7,565,1,0,0,12,589,0,0,55,35,5,0,13,0,NA
2019,神奈川県横浜市保土ケ谷区,27243.665,166.549,85018,0,0,0,199504,98884,100620,5567,205071,1192,2121,10420,9461,11267,10217,98715,831,298,2193,2193,1985,0,NA,NA,NA,NA,49,1775,NA,15,2577,20,534,9087,10,270,4199,0,0,0,0,0,0,5,4611,95204,55256,39948,91437,52865,38572,72865,13625,2950,1997,3767,2391,1376,64218,22315,41903,25489,10406,28323,100,40,2510,390,540,840,1950,10450,3940,1720,350,20900,12060,11860,5320,10530,1560,10,10664,341,16746,68245,75677,4827,1093,4786,1215,7094,47871,3217,24589,25082,11308,13774,40394,23386,17008,21395,15342,6053,61789,38728,23061,61674,3318,32026,0,1,1231,155,527,549,0,704,82926,18238,47311,17377,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73983,39477,7,2,5,2,135,1,106,1834,15,5,562,0,12,1184,1,0,0,17,1989,0,0,58,42,4,0,17,0,NA
2019,神奈川県横浜市磯子区,23434.752,139.617,69456,0,0,0,162664,80230,82434,5095,167759,1018,1694,7806,7521,8539,8348,79099,594,239,1905,1905,1689,0,NA,NA,NA,NA,67,6070,NA,11,1729,16,470,7871,8,218,3281,0,0,0,0,0,0,3,2756,77962,45441,32521,74750,43365,31385,60621,10860,1690,1579,3212,2076,1136,53407,17874,35533,22794,7114,23499,40,50,1460,450,310,650,1630,8290,2890,1640,280,17210,9520,11220,5020,8240,1200,10,9013,174,14612,55402,63298,3490,970,3393,803,5166,40739,2700,19859,20141,9568,10573,36653,21181,15472,14564,10480,4084,51217,31661,19556,51031,2799,27498,0,1,846,149,278,419,0,568,66897,16196,41886,8815,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60562,34462,4,0,4,1,125,3,87,904,29,5,450,1,6,574,1,0,0,11,592,0,0,50,36,3,0,9,0,NA
2019,神奈川県横浜市金沢区,30874.32,135.87,90172,1,0,0,194338,95436,98902,3064,197402,1052,1945,7343,7554,7750,7884,91027,597,223,3096,3096,2603,0,NA,NA,NA,NA,250,15538,NA,11,1891,22,551,9062,11,326,4983,1,15,7,47,481,192,6,5739,94022,54561,39461,90363,52047,38316,71354,14341,3015,1653,3659,2514,1145,70406,24997,45409,29874,11108,29424,210,120,1870,330,470,720,2760,9930,4290,1690,310,21370,11840,11490,5210,9470,2180,10,10450,376,17044,68312,77047,4491,1224,3841,1135,6200,48705,3006,25336,33884,14774,19110,35451,22067,13384,17892,13280,4612,53343,35347,17996,77609,2552,40589,0,1,1135,175,523,437,0,612,81031,20675,41775,18581,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74497,42630,7,0,7,1,161,1,110,2188,1,5,582,0,6,679,1,0,0,10,604,0,0,48,40,4,0,8,0,NA
2019,神奈川県横浜市港北区,49391.291,215.863,144127,0,1,0,344000,171290,172710,6985,350985,3159,2475,21589,19851,22830,20799,168808,2144,430,3140,3140,2949,0,NA,NA,NA,NA,453,10085,NA,22,3770,26,893,17048,12,423,7201,0,0,0,0,0,0,7,8255,165533,96151,69382,160198,92802,67396,131958,20701,4161,3378,5335,3349,1986,88320,28567,59753,39537,16859,31924,600,60,4070,420,900,1020,4710,21110,6410,5290,620,42700,24360,16480,7540,14570,1300,60,15140,788,30756,117397,132154,8859,1975,7553,1924,11452,92071,5288,34795,46614,21270,25344,45880,27378,18502,58984,38710,20274,104864,66088,38776,136157,16696,80823,0,1,3343,444,1494,1404,1,1848,232845,49843,109144,73509,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124248,69768,7,1,6,1,304,11,210,1390,145,6,692,0,8,1037,1,0,0,18,962,0,0,126,100,5,0,18,0,NA
2019,神奈川県横浜市戸塚区,40043.982,149,118252,1,1,0,278184,136821,141363,4337,282521,1996,2456,11592,10827,12171,11180,124880,1077,387,3579,3579,3169,0,NA,NA,NA,NA,111,7067,NA,17,2976,27,831,14380,12,433,7030,0,0,0,0,0,0,5,4119,126865,74160,52705,122311,71230,51081,97835,18729,3335,2412,4554,2930,1624,89838,30703,59135,38350,14074,37414,360,90,2190,440,800,1090,2610,15110,4930,2350,440,28750,17430,17210,6420,12650,1880,150,12431,715,25803,88657,104618,5506,1357,5348,1351,8056,68522,3707,32389,39766,17166,22600,46898,28199,18699,30587,22701,7886,77485,50900,26585,91187,4182,46361,0,1,1033,301,214,518,0,819,95307,34225,50255,10827,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97530,55922,13,3,10,3,185,10,124,2977,118,9,1051,0,11,1174,5,2,170,24,1387,2,188,83,63,5,0,10,0,NA
2019,神奈川県横浜市港南区,32846.702,145.868,94078,0,1,0,212028,103347,108681,2813,214841,1327,2153,9061,8648,9477,8924,99567,752,296,1990,1990,1867,0,NA,NA,NA,NA,33,457,NA,16,2316,21,573,9863,10,304,4864,0,0,0,0,0,0,4,2555,98999,57032,41967,95157,54539,40618,76074,14801,2319,1963,3842,2493,1349,73421,26365,47056,30229,10532,32660,130,70,2400,350,790,920,2380,10180,4340,1930,290,22650,13520,12290,5540,10490,1960,100,11234,282,17153,72365,80404,4821,1298,4246,1105,6649,51807,2901,25696,26810,11022,15788,45011,26751,18260,19389,14271,5118,64400,41022,23378,58060,1755,27303,0,1,1010,199,330,480,1,679,84726,23058,45641,15852,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75920,42594,11,2,9,3,188,4,116,1791,38,3,440,0,8,978,2,1,120,19,751,0,0,60,45,6,0,9,0,NA
2019,神奈川県横浜市旭区,31975.08,135.675,104576,0,0,0,243040,118662,124378,3208,246248,1480,2721,8720,8678,9185,9032,113966,851,338,3273,3273,2872,0,NA,NA,NA,NA,66,1688,NA,20,2701,25,689,12010,13,368,5388,0,0,0,0,0,0,7,5018,111551,64582,46969,107012,61674,45338,85194,17042,2609,2167,4539,2908,1631,86012,30114,55898,34083,11688,40241,280,50,1800,410,650,1030,1840,11360,5670,1840,310,24610,14870,15610,7260,12320,2070,20,12886,472,20715,78660,88984,5072,1315,5278,1276,7869,56058,3234,29692,32147,13331,18816,48957,29845,19112,20021,14749,5272,68978,44594,24384,62724,1578,24690,0,1,1268,330,408,530,0,860,102399,37334,48178,16887,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88833,48526,13,6,7,3,176,2,118,3486,23,11,1289,0,19,1791,4,0,0,16,1631,3,140,66,46,6,0,19,0,NA
2019,神奈川県横浜市緑区,24238.819,103,73777,0,0,0,178023,88055,89968,4256,182279,1284,1525,8513,7879,9033,8339,80417,727,264,2551,2551,2132,0,NA,NA,NA,NA,78,3346,NA,15,2649,16,541,9758,9,335,5297,1,16,9,61,503,289,5,3897,85786,49943,35843,82590,47874,34716,65972,12655,2293,1670,3196,2069,1127,55541,18589,36952,23201,9769,22571,470,90,1380,310,570,520,1630,9780,4070,1660,260,18220,11880,11410,5110,8840,1220,20,8507,619,17258,59994,70401,3614,904,3868,1007,5779,45178,2564,22659,22227,9384,12843,36023,21575,14448,20944,14800,6144,56967,36375,20592,49342,4640,23719,0,1,1235,185,455,595,0,780,92229,21975,51246,19008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62380,31200,8,0,8,7,125,3,90,1644,33,5,540,0,10,1284,3,0,0,14,657,2,116,58,42,4,0,7,0,NA
2019,神奈川県横浜市瀬谷区,15991.405,71.609,49858,0,0,0,121064,59429,61635,1951,123015,767,1311,4585,4565,4835,4765,55370,477,201,1717,1717,1600,0,NA,NA,NA,NA,61,1849,NA,10,1414,11,336,5983,6,209,3382,0,0,0,0,0,0,3,3609,55207,31862,23345,52794,30338,22456,41505,8623,1457,1209,2413,1524,889,40946,14353,26593,16519,5857,18570,200,40,900,200,550,430,660,5330,2140,710,120,10560,7210,8490,3870,6310,820,30,5979,375,10945,38171,44230,2174,659,2843,788,4290,27083,1644,15503,15513,6385,9128,26258,16082,10176,8355,6200,2155,34613,22282,12331,33868,1110,15687,0,1,708,189,262,257,0,446,56300,20552,24494,11254,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42621,21157,5,1,4,3,88,0,56,651,0,4,412,0,7,677,3,0,0,14,732,2,100,31,22,4,0,7,0,NA
2019,神奈川県横浜市栄区,18420.159,85,54198,0,0,0,119182,58217,60965,1204,120386,718,1251,5276,5220,5444,5331,55226,390,162,1852,1852,1509,0,NA,NA,NA,NA,35,3999,NA,8,870,14,352,5938,7,193,3035,0,0,0,0,0,0,4,4498,53656,31312,22344,51452,29853,21599,41124,8102,1232,994,2204,1459,745,44977,16023,28954,19141,5884,19952,170,30,1240,190,310,360,1290,6150,2470,940,150,12120,6750,6870,3100,5860,1100,30,6120,301,9900,38668,43885,2376,674,2381,627,3682,28305,1576,14004,12864,5627,7237,26288,15225,11063,10430,7840,2590,36718,23065,13653,29320,1162,14586,0,1,845,161,114,570,0,731,73986,19364,49377,5245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43599,26962,2,1,1,0,65,1,49,536,19,5,394,0,6,612,1,0,0,16,649,0,0,24,18,4,0,8,0,NA
2019,神奈川県横浜市泉区,21880.21,102.307,65550,0,0,0,150520,73913,76607,2439,152959,971,1569,5753,5394,5922,5615,68457,548,209,2358,2358,2188,0,NA,NA,NA,NA,68,1420,NA,8,1241,16,434,7400,7,252,3872,0,0,0,0,0,0,2,1595,69770,40915,28855,66817,38947,27870,53084,10801,1720,1212,2953,1968,985,54999,19115,35884,22259,8165,24575,510,100,1430,280,530,630,1390,7230,3330,1060,150,15740,9670,10260,4070,6890,1030,20,7445,718,14496,48433,56419,3304,932,3371,1077,5380,36272,1847,18300,19270,8123,11147,33232,20289,12943,12213,9207,3006,45445,29496,15949,36793,602,15421,0,1,865,256,251,358,0,614,76710,29131,34812,12767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52860,28133,5,0,5,3,110,2,73,855,4,6,652,0,15,1441,4,2,120,9,485,1,50,48,34,2,0,14,0,NA
2019,神奈川県横浜市青葉区,46594.167,167.222,132701,1,0,0,305675,148117,157558,4410,310085,1989,2199,14784,13792,15536,14543,133739,1157,400,3522,3522,3281,0,NA,NA,NA,NA,45,1066,NA,18,3921,32,928,16943,14,425,6608,0,0,0,0,0,0,4,6128,144570,84510,60060,140170,81729,58441,110961,22096,4635,2478,4400,2781,1619,98687,32203,66484,43896,22620,32171,280,120,4910,510,870,770,6220,15200,6090,5030,570,39270,21410,11080,4710,12750,930,100,13058,677,23789,107887,115575,9577,1974,6948,1770,10692,77281,4138,34156,37889,14684,23205,35403,21077,14326,61474,42690,18784,96877,63767,33110,77313,8519,34020,0,1,1280,426,363,491,0,917,120220,53941,46897,19382,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101971,57622,10,0,10,5,283,7,208,2220,74,6,677,0,13,1354,2,0,0,36,2564,1,50,88,63,5,0,6,0,NA
2019,神奈川県横浜市都筑区,30002.552,150.607,83552,0,0,0,209897,104293,105604,3526,213423,1511,1275,10047,9844,10498,10238,86090,822,281,2787,2787,2637,0,NA,NA,NA,NA,362,10443,NA,12,3280,22,727,13630,10,379,6936,0,0,0,0,0,0,5,4686,100310,59283,41027,97585,57615,39970,76671,16316,2971,1627,2725,1668,1057,58469,18245,40224,25647,13840,18982,500,60,3080,360,990,850,2970,11350,3740,2350,460,24970,15870,10500,4390,8620,830,90,8093,934,21750,69762,80549,6769,1245,4493,1352,7090,53653,2445,24451,34474,14985,19489,31019,18906,12113,28301,21290,7011,59320,40196,19124,93687,8597,55422,0,1,938,250,402,263,23,513,79263,31091,25346,22199,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66278,37347,3,0,3,2,192,10,111,943,125,8,869,0,6,627,1,0,0,20,1977,0,0,66,51,5,0,10,0,NA
