年,都道府県市区町村,自民得票計,井上得票,投票者数,UC有無,HS有無,HC有無,A2101_住民基本台帳人口（日本人）,A210101_住民基本台帳人口（日本人）（男）,A210102_住民基本台帳人口（日本人）（女）,A2201_住民基本台帳人口（外国人）,A2301_住民基本台帳人口（総数）,A4101_出生数,A4200_死亡数,A5101_転入者数（日本人移動者）,A5102_転出者数（日本人移動者）,A5103_転入者数,A5104_転出者数,A7103_住民基本台帳世帯数（日本人）,A9101_婚姻件数,A9201_離婚件数,B1101_総面積（北方地域及び竹島を除く）,B1102_総面積（北方地域及び竹島を含む）,B1103_可住地面積,B1104_主要湖沼面積,C120110_課税対象所得,C120120_納税義務者数（所得割）,C120130_納税義務者数（均等割）,C3107_耕地面積,C3403_製造業事業所数,C3404_製造業従業者数,D1202_一般行政部門職員数（市区町村）,E1101_幼稚園数,E1501_幼稚園在園者数,E2101_小学校数,E2401_小学校教員数,E2501_小学校児童数,E3101_中学校数,E3401_中学校教員数,E3501_中学校生徒数,E3901_義務教育学校数,E3902_義務教育学校前期課程学級数,E3903_義務教育学校後期課程学級数,E3904_義務教育学校教員数,E3905_義務教育学校前期課程児童数,E3906_義務教育学校後期課程生徒数,E4101_高等学校数,E4501_高等学校生徒数,F1101_労働力人口,F110101_労働力人口（男）,F110102_労働力人口（女）,F1102_就業者数,F110201_就業者数（男）,F110202_就業者数（女）,F1103_就業者数・主に仕事,F1104_就業者数・家事のほか仕事,F1105_就業者数・通学のかたわら仕事,F1106_就業者数・休業者,F1107_完全失業者数,F110701_完全失業者数（男）,F110702_完全失業者数（女）,F1108_非労働力人口,F110801_非労働力人口（男）,F110802_非労働力人口（女）,F1109_非労働力人口・家事,F1110_非労働力人口・通学,F1111_非労働力人口・その他,F1301_農林漁業者,F1302_農林漁業雇用者,F1303_会社団体役員,F1304_商店主,F1305_工場主,F1306_サービス・その他の事業主,F1307_専門職業者,F1308_技術者,F1309_教員・宗教家,F1310_文筆家・芸術家・芸能家,F1311_管理職,F1312_事務職,F1313_販売人,F1314_技能者,F1315_労務作業者,F1316_個人サービス人,F1317_保安職,F1318_内職者,F2116_就業者数（65歳以上）,F2201_第1次産業就業者数,F2211_第2次産業就業者数,F2221_第3次産業就業者数,F2401_雇用者数（国勢調査結果）,F2402_役員数,F2403_雇人のある業主数,F2404_雇人のない業主数,F2405_家族従業者数（国勢調査結果）,F2406_自営業主及び家族従業者数,F2409_雇用者数（正規の職員・従業員）,F2410_雇用者数（労働者派遣事業所の派遣社員）,F2411_雇用者数（パート・アルバイト・その他）,F2701_自市区町村で従業している就業者数,F270101_自市区町村で従業している就業者数（男）,F270102_自市区町村で従業している就業者数（女）,F2702_県内他市区町村で従業している就業者数,F270201_県内他市区町村で従業している就業者数（男）,F270202_県内他市区町村で従業している就業者数（女）,F2703_他県で従業している就業者数,F270301_他県で従業している就業者数（男）,F270302_他県で従業している就業者数（女）,F2705_他市区町村への通勤者数,F270501_他市区町村への通勤者数（男）,F270502_他市区町村への通勤者数（女）,F2801_従業地による就業者数,F2802_他県に常住している就業者数,F2803_他市区町村からの通勤者数,G1201_公民館数,G1401_図書館数,H1800_着工新設住宅戸数,H1801_着工新設持家数,H1802_着工新設貸家数,H1803_着工新設分譲住宅数,H1804_着工新設給与住宅数,H1810_着工新設持家・分譲住宅数,H2600_着工新設住宅床面積,H2601_着工新設持家床面積,H2602_着工新設分譲住宅床面積,H2603_着工新設貸家床面積,H2604_着工新設給与住宅床面積,H7207_軽自動車等台数,H7208_二輪の小型自動車台数,H7209_原動機付自転車台数,H720901_原動機付自転車台数（50ｃｃ以下）,H720902_原動機付自転車台数（50ｃｃ超90ｃｃ以下）,H720903_原動機付自転車台数（90ｃｃ超）,H720904_原動機付自転車台数（ミニカー）,H7210_軽自動車及び小型特殊自動車台数,H721001_二輪車台数（側車付のものを含む）,H721002_三輪車台数,H7701_テレビ放送受信契約数,H770101_衛星放送受信契約数,I5101_病院数,I510110_精神科病院数,I510120_一般病院数,I510150_療養病床を有する病院数,I5102_一般診療所数,I510201_有床一般診療所数,I5103_歯科診療所数,I5211_病院病床数,I5212_一般診療所病床数,I5511_介護老人保健施設数（基本票）,I5512_介護老人保健施設定員数（基本票）,J2221_保護施設数（基本票）（医療保護施設を除く）,J230127_介護老人福祉施設数（基本票）,J230128_介護老人福祉施設定員数（基本票）,J2304_老人福祉施設数（基本票）,J230411_養護老人ホーム数（基本票）,J230412_養護老人ホーム定員数（基本票）,J230421_有料老人ホーム数（基本票）,J230422_有料老人ホーム定員数（基本票）,J230431_軽費老人ホーム数（基本票）,J230432_軽費老人ホーム定員数（基本票）,J250204_児童福祉施設等数（基本票）,J250302_保育所等数（基本票）,J250303_公営保育所等数（基本票）,J2804_母子・父子福祉施設数（基本票）,J2905_障害者支援施設等数（基本票）,J2906_婦人保護施設数（基本票）,J4101_国民健康保険被保険者数
2022,熊本県玉東町,1125.801,13.846,2465,0,0,0,5218,2487,2731,30,5248,33,60,169,133,173,134,1996,12,7,2433,2433,1679,0,4847429,1964,2331,750,6,192,53,0,0,2,28,307,1,16,161,0,0,0,0,0,0,0,0,2772,1485,1287,2679,1420,1259,2344,300,5,30,93,65,28,1768,633,1135,437,220,1111,590,40,30,20,10,20,20,180,120,20,10,340,190,570,200,290,30,0,501,620,627,1430,1856,76,68,364,314,746,1187,53,616,1188,658,530,1443,724,719,45,37,8,1488,761,727,1832,11,641,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3387,68,343,283,14,40,6,2976,72,0,1677,752,0,0,0,0,2,0,3,0,0,0,0,0,1,60,0,0,0,2,32,0,0,2,2,0,0,0,0,1374
2022,熊本県南関町,1880.798,10,3951,0,0,0,9281,4410,4871,169,9450,46,152,199,279,238,298,3959,20,9,6892,6892,3510,0,8671408,3630,4248,1420,38,2265,87,1,111,4,56,415,1,19,170,0,0,0,0,0,0,0,0,4883,2728,2155,4678,2579,2099,3951,631,25,71,205,149,56,3765,1316,2449,1324,422,2019,590,70,30,50,60,50,20,380,210,40,30,600,380,1280,330,470,40,0,873,720,1538,2409,3392,163,96,650,371,1117,2269,83,1040,2555,1371,1184,1178,693,485,933,510,423,2111,1203,908,5262,673,2695,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7163,185,867,743,40,74,10,6111,129,0,3322,1250,0,0,0,0,5,0,5,0,0,0,0,0,1,30,1,1,50,2,41,0,0,3,2,0,0,1,0,2376
2022,熊本県長洲町,2975.8,19,6833,0,0,0,15340,7451,7889,565,15905,94,180,450,529,485,560,6740,49,34,1944,1944,1910,0,16125746,6365,7426,680,34,4200,98,0,0,4,58,753,2,39,373,0,0,0,0,0,0,0,0,7689,4502,3187,7253,4179,3074,6301,800,36,116,436,323,113,6156,2194,3962,1882,701,3573,290,50,60,80,80,90,30,580,290,50,40,1180,540,2430,550,740,80,20,867,393,2787,4007,6026,244,164,501,267,932,4149,193,1684,3847,2488,1359,2519,1162,1357,831,489,342,3350,1651,1699,9031,992,5128,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8054,236,1174,987,60,122,5,6644,157,0,5226,2323,1,0,1,1,8,1,6,131,15,1,78,0,1,50,0,0,0,1,19,0,0,4,3,1,0,0,0,3816
2022,熊本県和水町,2227.899,9,4541,0,0,0,9634,4579,5055,58,9692,49,189,252,270,263,276,3776,23,13,9878,9878,4718,0,8789475,3638,4373,1950,22,1074,102,0,0,2,39,427,2,30,186,0,0,0,0,0,0,0,0,5047,2728,2319,4870,2609,2261,4217,579,15,59,177,119,58,4097,1469,2628,1026,367,2704,840,110,60,50,40,40,10,290,240,40,20,600,340,1170,340,670,40,10,907,965,1317,2567,3348,163,133,736,471,1340,2238,76,1034,2498,1387,1111,2153,1068,1085,206,148,58,2359,1216,1143,4703,264,2192,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8180,180,978,833,52,80,13,7022,129,0,3461,1513,1,0,1,1,6,0,4,91,0,1,78,0,2,160,0,0,0,5,72,0,0,4,4,1,0,1,0,2543
2022,熊本県大津町,6022.652,29,14517,0,1,0,34963,17268,17695,431,35394,323,298,1963,1777,2074,1893,14574,159,59,9910,9910,5282,0,45636623,15542,17387,2190,67,7452,155,3,305,7,175,2582,2,78,1079,0,0,0,0,0,0,2,1634,17009,9613,7396,16265,9146,7119,14000,1821,181,263,744,467,277,9508,3197,6311,3173,1613,4722,920,200,190,110,70,120,160,1640,970,150,50,2750,1260,4200,1100,1640,220,20,1568,1241,5402,9382,13533,545,247,1087,674,2008,8983,619,3931,8294,4394,3900,7667,4538,3129,121,113,8,7788,4651,3137,19483,187,11006,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18607,595,2064,1551,98,401,14,15948,528,2,11471,5856,2,0,2,1,23,4,12,368,74,1,86,0,1,110,2,1,50,7,143,0,0,16,10,1,0,3,0,6112
2022,熊本県菊陽町,6862.923,60,17455,0,0,0,42403,20810,21593,438,42841,475,265,2606,2276,2694,2312,17757,239,90,3746,3746,3381,0,62962392,19262,21284,1430,29,4720,174,1,258,6,198,3053,2,93,1384,0,0,0,0,0,0,0,0,20030,11257,8773,19246,10777,8469,16434,2238,233,341,784,480,304,11358,3821,7537,4239,2002,5117,690,110,280,120,90,180,350,2420,1120,230,100,3490,1960,3970,1140,1830,380,20,1564,932,5765,12013,16053,707,330,1110,679,2119,10868,667,4518,7296,3782,3514,11329,6546,4783,242,216,26,11571,6762,4809,19818,244,12143,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18808,659,2589,1791,105,677,16,15560,574,0,12879,6546,4,1,3,2,32,3,21,790,54,1,85,0,1,50,1,0,0,11,285,0,0,23,15,2,0,3,0,7356
2022,熊本県南小国町,883,2,1926,0,0,0,3834,1824,2010,93,3927,27,65,146,176,182,202,1690,14,9,11590,11590,2239,0,3763183,1484,1760,1010,4,53,70,0,0,3,30,185,1,16,79,0,0,0,0,0,0,0,0,2371,1276,1095,2310,1235,1075,1942,330,0,38,61,41,20,1219,399,820,377,98,744,470,40,50,20,20,20,0,70,120,10,10,260,140,270,150,600,20,0,551,509,327,1469,1443,128,65,386,285,736,977,34,432,1832,965,867,429,235,194,41,29,12,470,264,206,2444,55,604,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2635,62,261,220,12,21,8,2312,39,1,1918,1024,0,0,0,0,2,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,3,3,3,0,0,0,1248
2022,熊本県小国町,1672.734,1,3617,0,0,0,6833,3286,3547,77,6910,39,95,189,261,253,412,2996,20,9,13694,13694,3061,0,6438500,2680,3158,1520,10,139,101,1,30,1,24,266,1,21,155,0,0,0,0,0,0,1,153,4021,2122,1899,3928,2063,1865,3338,525,2,63,93,59,34,2351,841,1510,632,174,1545,530,90,70,70,30,60,30,180,210,20,30,460,260,600,360,800,60,0,926,715,614,2589,2541,208,124,570,464,1158,1603,31,907,3122,1646,1476,656,311,345,135,98,37,791,409,382,3736,115,599,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4504,81,422,338,21,50,13,4001,67,0,2845,1679,1,0,1,0,3,0,3,73,0,1,50,0,0,0,1,1,50,4,79,0,0,5,3,3,0,2,0,2208
2022,熊本県産山村,332,1,779,0,0,0,1404,727,677,38,1442,6,31,28,60,32,71,589,5,1,6081,6081,1863,0,1214576,512,640,927,0,0,33,0,0,0,0,0,0,0,0,1,6,3,28,70,39,0,0,840,479,361,822,470,352,684,133,0,5,18,9,9,491,196,295,80,39,372,290,40,10,0,10,0,0,20,30,10,10,80,40,70,50,130,10,0,208,319,114,389,418,32,27,203,142,372,291,3,124,631,369,262,165,83,82,26,18,8,191,101,90,793,26,162,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114,17,110,95,2,8,5,987,11,0,505,277,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,1,1,1,0,0,0,538
2022,熊本県高森町,1405.668,2,3033,0,0,0,6159,2987,3172,94,6253,32,101,211,266,225,269,2815,13,9,17506,17506,4518,0,5680707,2324,2756,2400,12,333,76,1,53,1,24,254,1,20,153,1,6,3,21,26,15,1,105,3261,1762,1499,3157,1690,1467,2727,373,5,52,104,72,32,2333,831,1502,660,157,1516,640,100,30,40,30,50,30,90,140,30,20,340,220,550,220,480,40,10,653,782,571,1797,2017,156,88,481,405,974,1278,51,688,2313,1231,1082,784,423,361,40,24,16,824,447,377,3101,65,768,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4334,66,436,364,19,47,6,3832,57,0,2355,1132,0,0,0,0,5,1,2,0,19,0,0,0,1,80,0,0,0,2,22,0,0,3,3,2,0,2,0,1917
2022,熊本県西原村,1328.788,4,3134,0,0,0,6640,3273,3367,109,6749,42,76,220,212,230,216,2590,25,9,7722,7722,3140,0,7269050,2586,3214,1140,31,1427,78,0,0,2,45,402,1,18,202,0,0,0,0,0,0,0,0,3802,2060,1742,3679,1984,1695,3111,498,22,48,123,76,47,1942,688,1254,567,265,1110,510,60,70,40,40,40,20,270,150,40,20,490,280,910,250,430,60,0,632,583,953,2134,2555,164,90,529,340,959,1623,95,837,1814,913,901,1815,1030,785,41,35,6,1856,1065,791,4007,12,2184,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4766,97,534,429,20,79,6,4135,90,0,2221,1039,0,0,0,0,4,0,2,0,0,0,0,1,1,40,0,0,0,2,53,0,0,2,2,1,0,1,0,1700
2022,熊本県南阿蘇村,2264.519,18,5031,0,0,0,10288,4967,5321,85,10373,57,143,349,335,370,400,4550,29,17,13732,13732,6322,0,9320947,3650,4611,3180,8,131,154,0,0,5,72,477,1,21,221,0,0,0,0,0,0,0,0,5647,3064,2583,5399,2897,2502,4389,808,152,50,248,167,81,4630,1893,2737,1580,1051,1999,1110,120,80,60,50,50,50,260,220,40,30,790,420,760,480,930,70,0,1085,1232,916,3244,3531,184,132,887,662,1681,2216,98,1217,3574,1816,1758,1778,1044,734,44,35,9,1822,1079,743,5216,32,1639,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7362,175,703,567,35,85,16,6484,113,0,4065,2073,1,0,1,1,8,1,3,88,17,1,50,0,2,70,1,1,50,3,47,0,0,3,3,3,0,0,0,3291
2022,熊本県御船町,3604.752,26,7727,0,0,1,16887,8086,8801,88,16975,117,202,746,581,778,590,7159,53,31,9903,9903,4350,0,16730802,6634,7837,1400,20,463,140,1,80,6,96,973,1,35,410,0,0,0,0,0,0,1,525,8808,4718,4090,8436,4476,3960,7220,1006,85,125,372,242,130,6072,2227,3845,1962,774,3336,790,100,120,80,80,140,40,710,370,50,40,1480,720,1820,700,1010,130,0,1282,882,2118,5369,6401,365,191,911,535,1637,4101,177,2123,3674,1889,1785,4656,2504,2152,54,50,4,4710,2554,2156,6858,38,3132,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10012,234,1193,966,58,162,7,8585,175,0,5377,2434,1,1,0,0,11,4,7,177,75,1,54,0,1,50,1,1,50,4,64,0,0,8,7,2,0,2,0,4339
2022,熊本県嘉島町,2434.857,6,4202,0,0,0,9657,4676,4981,109,9766,95,106,596,373,626,379,3698,44,15,1665,1665,1665,0,12174679,4141,4726,787,26,1016,71,0,0,2,49,671,1,28,272,0,0,0,0,0,0,0,0,4627,2575,2052,4421,2437,1984,3772,540,27,82,206,138,68,2971,972,1999,1046,436,1489,310,20,90,40,30,50,40,460,240,40,40,800,540,730,390,420,90,0,529,372,957,3075,3545,201,95,382,192,669,2469,73,1003,1657,915,742,2724,1491,1233,26,24,2,2750,1515,1235,6686,39,5015,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5658,121,540,429,16,89,6,4997,95,0,2880,1342,2,0,2,2,12,1,6,203,19,0,0,0,1,50,0,0,0,4,96,0,0,4,3,0,0,0,0,1846
2022,熊本県益城町,6568.446,24,13765,0,0,0,33193,16057,17136,164,33357,302,327,1464,1194,1484,1198,13531,127,44,6568,6568,4592,0,36993779,12870,15599,2240,32,1531,253,2,197,5,160,2260,2,77,1010,0,0,0,0,0,0,0,0,16636,9143,7493,15749,8575,7174,13345,1993,148,263,887,568,319,11140,3866,7274,3925,1492,5723,1060,200,300,130,110,120,160,1280,820,150,90,2610,1740,3280,1200,1600,550,20,1889,1354,3491,10807,12471,625,345,1383,859,2587,8125,359,3987,6469,3314,3155,9015,5056,3959,170,154,16,9185,5210,3975,15239,99,8675,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16707,448,2518,1974,125,409,10,13741,401,0,9404,4551,3,1,2,2,19,2,7,404,31,1,60,0,4,240,1,1,50,6,127,0,0,22,13,5,0,3,0,7276
2022,熊本県甲佐町,2289.399,10,4573,0,0,0,10366,4928,5438,79,10445,50,169,281,323,296,326,4279,27,16,5793,5793,3243,0,9212298,3902,4695,1200,26,686,102,0,0,4,63,597,1,26,248,0,0,0,0,0,0,1,81,5446,2933,2513,5219,2784,2435,4510,624,13,72,227,149,78,3827,1341,2486,1146,387,2294,710,40,40,30,60,80,20,390,200,40,30,770,550,1250,340,600,40,0,1007,851,1160,3180,3610,197,142,786,461,1389,2367,87,1156,2655,1392,1263,2505,1348,1157,29,25,4,2534,1373,1161,4783,16,2098,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7763,151,660,538,35,76,11,6952,105,0,3452,1688,2,0,2,2,5,0,3,132,0,1,50,0,1,40,2,1,50,2,25,1,30,6,5,0,0,1,0,2764
2022,熊本県山都町,4399.305,7,7377,0,0,0,14262,6869,7393,105,14367,72,290,292,392,305,398,6381,42,7,54467,54467,13972,0,11352001,4773,5985,4970,14,273,182,1,0,6,74,569,3,46,275,0,0,0,0,0,0,1,131,8377,4547,3830,8166,4398,3768,7043,1009,6,108,211,149,62,5383,1939,3444,1288,345,3750,2580,270,120,110,70,80,50,330,290,40,60,790,400,1070,580,960,70,0,2324,3097,1262,3805,4473,259,237,1673,1521,3431,2953,90,1430,7034,3656,3378,1049,684,365,74,53,21,1123,737,386,8113,231,1070,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12186,180,1549,1401,47,87,14,10457,125,1,5381,2262,4,0,4,3,12,1,5,228,8,2,120,0,2,150,4,1,50,4,45,1,30,11,10,5,0,3,0,4678
2022,熊本県氷川町,2665.999,14,5074,0,0,0,11364,5308,6056,187,11551,51,205,279,362,315,383,4363,31,18,3336,3336,2996,0,11006206,4459,5313,1560,10,78,100,3,72,3,51,558,2,34,326,0,0,0,0,0,0,0,0,6119,3274,2845,5858,3104,2754,5063,694,27,74,261,170,91,4209,1467,2742,1053,484,2672,1380,130,70,40,50,70,50,390,220,30,40,760,470,1080,440,630,70,20,1054,1603,1096,3141,3611,185,212,813,1016,2041,2393,102,1116,3077,1628,1449,2708,1420,1288,33,32,1,2741,1452,1289,4388,3,1271,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7355,151,734,596,46,72,20,6470,138,1,3752,1674,1,0,1,1,9,1,5,89,19,1,75,0,3,150,0,0,0,3,78,0,0,7,6,1,0,2,0,3968
2022,熊本県芦北町,4497.984,43,8267,0,1,0,16510,7810,8700,46,16556,84,301,291,510,305,517,7110,37,25,23401,23401,5158,0,14195373,6033,7186,1440,22,607,167,0,0,9,73,747,3,46,349,0,0,0,0,0,0,1,213,8245,4413,3832,7879,4164,3715,6842,896,25,116,366,249,117,7515,2858,4657,1911,536,5068,1080,130,110,70,70,90,50,490,410,30,30,1040,510,1600,660,1190,110,0,1369,1224,1804,4845,5814,302,197,936,628,1761,3923,89,1802,5934,3011,2923,1903,1123,780,38,28,10,1941,1151,790,7208,41,1270,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9260,165,866,725,36,92,13,8229,148,0,6452,3484,3,0,3,2,17,8,5,289,132,1,80,1,2,135,1,1,50,3,65,0,0,12,8,0,0,3,0,4394
2022,熊本県津奈木町,1280.902,1,2273,0,0,0,4453,2090,2363,7,4460,26,86,95,117,95,118,1912,10,6,3408,3408,1234,0,3512277,1568,1865,289,7,101,55,1,9,1,18,207,1,17,115,0,0,0,0,0,0,0,0,2266,1233,1033,2163,1157,1006,1870,243,8,42,103,76,27,1882,663,1219,477,198,1207,330,30,20,20,20,20,0,150,100,10,20,280,150,440,200,320,20,0,378,395,485,1282,1591,57,69,284,162,515,997,18,576,1080,599,481,1022,511,511,60,46,14,1082,557,525,1542,22,461,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2564,53,319,265,15,38,1,2192,44,0,1616,770,0,0,0,0,4,0,1,0,0,0,0,0,2,65,0,0,0,0,0,0,0,2,2,1,0,0,0,1198
2022,熊本県錦町,2482.499,5,5078,0,0,0,10486,4984,5502,63,10549,89,130,432,405,433,407,3872,30,15,8504,8504,3628,0,9762590,4144,4840,1620,10,1062,75,0,0,3,58,649,1,26,303,0,0,0,0,0,0,1,330,5726,2994,2732,5533,2872,2661,4863,578,9,83,193,122,71,3331,1212,2119,931,422,1978,890,120,70,40,30,50,30,380,280,30,30,690,420,1230,400,690,60,20,857,1008,1358,3163,4110,163,132,628,493,1253,2889,85,1136,2972,1606,1366,2484,1204,1280,67,56,11,2551,1260,1291,5434,21,2452,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7358,157,620,540,23,53,4,6581,158,0,3293,1274,0,0,0,0,10,1,4,0,19,1,18,0,1,50,0,0,0,1,7,0,0,6,6,0,0,0,0,2511
2022,熊本県多良木町,2201.388,9,4119,0,0,0,9166,4339,4827,61,9227,41,166,246,325,256,326,3691,22,11,16586,16586,3313,0,8754008,3528,4240,1650,22,566,91,1,0,6,53,469,1,19,244,0,0,0,0,0,0,0,0,5071,2728,2343,4907,2619,2288,4208,636,6,57,164,109,55,3468,1217,2251,1089,362,2017,960,120,80,50,50,40,30,340,250,10,50,540,280,1020,320,570,90,10,1066,1160,1218,2527,3251,228,125,743,558,1426,2241,70,940,3305,1730,1575,1526,821,705,71,65,6,1597,886,711,5009,7,1699,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7128,181,610,496,38,63,13,6337,179,0,3291,1365,1,0,1,0,8,1,4,183,16,1,90,0,2,60,0,0,0,2,35,0,0,6,5,0,0,1,0,2542
2022,熊本県湯前町,1063.832,3,2008,0,0,0,3747,1757,1990,5,3752,14,76,114,105,114,107,1568,7,7,4837,4837,1321,0,2925845,1344,1639,577,12,167,52,0,0,1,18,182,1,14,89,0,0,0,0,0,0,0,0,2073,1091,982,2000,1036,964,1671,294,3,32,73,55,18,1462,519,943,522,124,816,370,50,20,30,20,20,10,130,70,10,10,230,150,440,120,260,10,30,494,462,492,1043,1292,77,57,329,245,631,893,17,382,1144,596,548,817,408,409,36,31,5,853,439,414,1632,3,485,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2767,50,248,200,12,35,1,2469,56,0,1424,576,0,0,0,0,3,1,2,0,2,0,0,0,1,90,0,0,0,0,0,0,0,2,2,0,0,1,0,961
2022,熊本県水上村,769.749,0,1323,0,0,0,2126,1005,1121,9,2135,14,30,48,64,48,65,869,3,0,19096,19096,1671,0,1615239,697,857,369,6,82,42,0,0,2,20,105,1,13,72,0,0,0,0,0,0,0,0,1102,596,506,1057,566,491,875,171,1,10,45,30,15,836,288,548,228,64,544,190,60,10,10,10,10,0,60,50,10,10,150,60,180,70,140,10,0,208,311,214,532,689,25,21,191,131,343,504,12,173,647,368,279,405,195,210,5,3,2,410,198,212,920,3,273,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544,26,171,148,6,16,1,1347,33,0,838,358,0,0,0,0,3,0,1,0,0,0,0,0,1,30,0,0,0,0,0,0,0,2,2,2,0,0,0,628
2022,熊本県相良村,1093.999,2,2190,0,0,0,4237,2011,2226,23,4260,19,72,75,161,77,163,1588,11,3,9454,9454,2502,0,3752983,1618,1924,764,9,132,53,0,0,2,23,198,1,15,114,0,0,0,0,0,0,0,0,2333,1268,1065,2263,1220,1043,1970,251,7,35,70,48,22,1583,541,1042,417,145,1021,390,80,20,20,20,20,10,150,80,10,10,200,200,460,200,270,30,0,496,549,513,1198,1533,76,55,349,246,650,1083,16,434,1146,658,488,1093,540,553,23,21,2,1116,561,555,2003,5,856,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3372,60,325,277,19,22,7,2987,61,0,1456,542,0,0,0,0,3,1,0,0,17,1,60,0,1,40,0,0,0,1,10,0,0,3,3,0,0,0,0,1093
2022,熊本県五木村,328.999,1,692,0,0,0,1030,490,540,3,1033,2,15,43,55,45,86,487,5,0,25292,25292,1169,0,961538,418,483,76,4,35,38,0,0,1,6,27,1,12,20,0,0,0,0,0,0,1,27,515,314,201,499,303,196,443,52,1,3,16,11,5,459,151,308,176,19,264,40,60,10,10,0,0,0,20,10,0,20,90,20,60,60,60,10,0,100,119,101,278,397,21,7,43,30,80,286,18,93,444,268,176,53,34,19,0,0,0,53,34,19,614,5,168,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,9,66,54,0,12,0,698,15,0,485,340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,242
2022,熊本県山江村,969,0,1781,0,0,0,3398,1586,1812,6,3404,20,40,95,116,95,116,1196,6,10,12119,12119,1632,0,2722085,1222,1477,416,4,62,50,0,0,2,27,237,1,15,124,0,0,0,0,0,0,0,0,1776,915,861,1729,888,841,1493,210,1,25,47,27,20,1042,363,679,317,113,612,270,60,10,10,10,30,0,120,80,10,20,210,170,380,140,200,20,0,313,337,418,958,1292,27,31,245,129,405,849,38,405,719,388,331,978,473,505,20,20,0,998,493,505,1036,2,305,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2155,45,207,175,14,13,5,1903,61,0,1090,526,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,776
2022,熊本県球磨村,889.998,2,1729,0,0,0,3365,1609,1756,3,3368,12,95,87,220,88,221,1370,6,6,20758,20758,2638,0,2602467,1221,1461,562,3,24,61,0,0,2,30,149,1,15,83,0,0,0,0,0,0,0,0,1777,983,794,1690,915,775,1496,170,0,24,87,68,19,1520,539,981,397,102,1021,210,100,20,20,10,20,10,90,80,10,30,210,130,340,200,250,30,0,289,305,408,976,1318,34,26,197,109,332,920,10,388,812,490,322,867,415,452,10,9,1,877,424,453,1112,0,299,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2149,19,216,177,16,22,1,1914,30,0,1240,806,0,0,0,0,2,0,1,0,0,0,0,0,1,40,0,0,0,0,0,0,0,3,2,0,0,0,0,942
2022,熊本県あさぎり町,3819.312,10,7705,0,0,0,14849,6982,7867,249,15098,74,225,378,462,420,464,5731,39,25,15956,15956,5453,0,13837452,5839,7028,2930,26,696,145,2,47,5,88,869,1,32,434,0,0,0,0,0,0,1,418,8059,4120,3939,7797,3960,3837,6796,892,13,96,262,160,102,5269,1917,3352,1833,544,2892,1530,170,100,60,70,60,60,520,480,40,30,940,540,1470,570,990,70,40,1477,1778,1760,4245,5254,285,213,1054,985,2252,3631,145,1478,4983,2490,2493,2711,1385,1326,81,73,8,2792,1458,1334,7082,8,2077,57,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10709,191,801,658,31,91,21,9717,167,0,4729,2066,1,0,1,1,11,0,5,54,0,0,0,1,3,110,1,1,50,4,36,0,0,11,11,0,0,3,0,3983
